title,price,location,bedrooms,bathrooms,toilets,size
4 bedroom detached duplex for sale,"220,000,000","Adeyi, Old Bodija, Ibadan, Oyo",4.0,,,"2,538 sqm total area"
4 bedroom detached bungalow for sale,"25,000,000","Omi Adio, Apata, Ibadan, Oyo",4.0,,,"2,538 sqm total area"
4 bedroom detached duplex for sale,"160,000,000","Okebadan Estate, Akobo, Ibadan, Oyo",4.0,,,"2,538 sqm total area"
4 bedroom detached bungalow for sale,"60,000,000","Ekerin, Ologuneru, Ibadan, Oyo",4.0,,,"2,538 sqm total area"
4 bedroom detached duplex for sale,"270,000,000","Alalubosa, Ibadan, Oyo",4.0,,,"2,538 sqm total area"
Block of flats for sale,"60,000,000","Liberty Road, Challenge, Ibadan, Oyo",,,,"2,538 sqm total area"
Block of flats for sale,"130,000,000","Isebo, Alakia, Ibadan, Oyo",,,,"2,538 sqm total area"
4 bedroom detached duplex for sale,"350,000,000","Carlton Gate Estate, Akobo, Ibadan, Oyo",4.0,4.0,5.0,"2,538 sqm total area"
Block of flats for sale,"180,000,000","Ikolaba Estate, New Bodija, Ibadan, Oyo",,,,"2,538 sqm total area"
5 bedroom detached duplex for sale,"320,000,000","Aerodrome Gra, Samonda, Ibadan, Oyo",5.0,,,"2,538 sqm total area"
5 bedroom detached duplex for sale,"200,000,000","Airforce Estate Akobo, Ibadan, Oyo",5.0,5.0,5.0,"2,538 sqm total area"
4 bedroom detached duplex for sale,"250,000,000","Gra, Jericho, Ibadan, Oyo",4.0,,,"2,538 sqm total area"
Block of flats for sale,"170,000,000","Ringroad, Challenge, Ibadan, Oyo",,,,"2,538 sqm total area"
4 bedroom detached duplex for sale,"300,000,000","Kolapo Isola Gra, Akobo, Ibadan, Oyo",4.0,,,"2,538 sqm total area"
4 bedroom detached duplex for sale,"200,000,000","Carlton Gate Estate, Akobo, Ibadan, Oyo",4.0,,,"2,538 sqm total area"
Block of flats for sale,"120,000,000","Alengongo Estate, Akobo, Ibadan, Oyo",,,,"2,538 sqm total area"
6 bedroom detached bungalow for sale,"18,000,000","Agbowo, Ibadan, Oyo",6.0,,,"2,538 sqm total area"
5 bedroom detached bungalow for sale,"160,000,000","Airforce Estate, Akobo, Ibadan, Oyo",5.0,,,"2,538 sqm total area"
4 bedroom detached duplex for sale,"200,000,000","Olunde Scheme Academy Off Lagos Lbadan Express Way, Ibadan, Oyo",4.0,4.0,4.0,"2,538 sqm total area"
2 bedroom block of flats for sale,"67,000,000","Mkh City, Ibadan, Oyo",2.0,2.0,2.0,"2,538 sqm total area"
Block of flats for sale,"65,000,000","Dikart, Ringroad, Challenge, Ibadan, Oyo",,,,"2,538 sqm total area"
5 bedroom detached duplex for sale,"85,000,000","Tinubu Estate, Adex Bus Stop, Iwo Road, Alakia, Ibadan, Oyo",5.0,,,"2,538 sqm total area"
Block of flats for sale,"25,000,000","Wire And Cable, Apata, Ibadan, Oyo",,,,"2,538 sqm total area"
Block of flats for sale,"55,000,000","Kajola Estate, Monatan, Alakia, Ibadan, Oyo",,,,"2,538 sqm total area"
Block of flats for sale,"190,000,000","Adeoyo Road, Ring Road, Challenge, Ibadan, Oyo",,,,"2,538 sqm total area"
4 bedroom detached bungalow for sale,"95,000,000","West Park & Gardens Estate Phase1 Ayegun Off Akala Express, Ibadan, Oyo",4.0,5.0,5.0,"2,538 sqm total area"
4 bedroom house for sale,"50,000,000","Isebo, Alakia, Ibadan, Oyo",4.0,4.0,5.0,"2,538 sqm total area"
5 bedroom detached bungalow for sale,"90,000,000","Orogun, Orogun, Ibadan, Oyo",5.0,,,"2,538 sqm total area"
Block of flats for sale,"80,000,000","Tinubu Estate, Iwo Road, Alakia, Ibadan, Oyo",,,,"2,538 sqm total area"
3 bedroom detached bungalow for sale,"44,500,000","Omituntun Estate, Ajoda New Town Kulodi Egbeda, Ibadan, Oyo",3.0,3.0,4.0,"2,538 sqm total area"
4 bedroom detached bungalow for sale,"185,000,000","Old Bodija, Ibadan, Oyo",4.0,4.0,5.0,"2,538 sqm total area"
3 bedroom detached bungalow for sale,"13,000,000","Alapata Apete, Lifort Road, Ibadan, Oyo",3.0,4.0,4.0,"2,538 sqm total area"
4 bedroom block of flats for sale,"55,000,000","Basorun, Ibadan, Oyo",4.0,,,"2,538 sqm total area"
Block of flats for sale,"180,000,000","First Class, Isebo, Alakia, Ibadan, Oyo",,,,"2,538 sqm total area"
4 bedroom detached duplex for sale,"50,000,000","Foye, Alakia, Ibadan, Oyo",4.0,,,"2,538 sqm total area"
Block of flats for sale,"230,000,000","Old Bodija, Ibadan, Oyo",,,,"2,538 sqm total area"
4 bedroom detached bungalow for sale,"30,000,000","Ibugbe Alafia, Adegbayi, Alakia, Ibadan, Oyo",4.0,,,"2,538 sqm total area"
2 bedroom house for sale,"67,000,000","Olude, Ibadan, Oyo",2.0,2.0,2.0,"2,538 sqm total area"
Block of flats for sale,"22,000,000","Omi Adio, Apata, Ibadan, Oyo",,,,"2,538 sqm total area"
Block of flats for sale,"20,000,000","Bako, Apata, Ibadan, Oyo",,,,"2,538 sqm total area"
4 bedroom terraced bungalow for sale,"65,000,000","Mkh City, Olunde, Ibadan, Oyo",4.0,4.0,5.0,500 sqm covered area
4 bedroom detached bungalow for sale,"25,000,000","Railway Area, Moniya, Ibadan, Oyo",4.0,,,500 sqm covered area
4 bedroom detached bungalow for sale,"180,000,000","Old Bodija, Ibadan, Oyo",4.0,,,500 sqm covered area
3 bedroom semi-detached bungalow for sale,"95,000,000","Carlton Gate, Akobo, Ibadan, Oyo",3.0,,,500 sqm covered area
4 bedroom detached bungalow for sale,"28,000,000","Jiboye Area, Apata, Ibadan, Oyo",4.0,,,500 sqm covered area
3 bedroom detached bungalow for sale,"60,000,000","Springfield Hotel, Eleyele, Ibadan, Oyo",3.0,,,500 sqm covered area
4 bedroom detached bungalow for sale,"10,000,000","Araba, Oluwo, Alakia, Ibadan, Oyo",4.0,,,500 sqm covered area
4 bedroom detached duplex for sale,"30,000,000","Kulodi Estate, Alakia, Ibadan, Oyo",4.0,,,500 sqm covered area
Block of flats for sale,"150,000,000","Bada Estate, Akobo, Ibadan, Oyo",,,,500 sqm covered area
Block of flats for sale,"45,000,000","Bashorun, New Bodija, Ibadan, Oyo",,,,500 sqm covered area
Block of flats for sale,"65,000,000","Ologbo Estate, Ologuneru, Ibadan, Oyo",,,,500 sqm covered area
3 bedroom block of flats for sale,"35,000,000","Molade Area, Alakia, Ibadan, Oyo",3.0,,,500 sqm covered area
2 bedroom detached bungalow for sale,"15,000,000","Asaaju Estate, Akobo, Ibadan, Oyo",2.0,,,500 sqm covered area
4 bedroom detached bungalow for sale,"23,000,000","Alakia, Ibadan, Oyo",4.0,,,500 sqm covered area
2 bedroom detached bungalow for sale,"16,000,000","Elenushonshon, Ologuneru, Ibadan, Oyo",2.0,,,500 sqm covered area
3 bedroom detached bungalow for sale,"30,000,000","Elewuro, Akobo, Ibadan, Oyo",3.0,,,500 sqm covered area
4 bedroom detached bungalow for sale,"180,000,000","Old Bodija, Ibadan, Oyo",4.0,,,500 sqm covered area
Block of flats for sale,"32,000,000","Off Liberty Road, Ring Road, Challenge, Ibadan, Oyo",,,,500 sqm covered area
5 bedroom detached duplex for sale,"320,000,000","Afin Iyanu Off Eleyele, Ologuneru, Ibadan, Oyo",5.0,5.0,5.0,561 sqm covered area
4 bedroom detached duplex for sale,"180,000,000","Tiger Estate Ojoo, Ibadan, Oyo",4.0,4.0,4.0,561 sqm covered area
4 bedroom detached duplex for sale,"175,000,000","Kolapo Ishola Gra, Ibadan, Oyo",4.0,4.0,4.0,561 sqm covered area
5 bedroom block of flats for sale,"200,000,000","Peace And Progress Estate, Akobo, Ibadan, Oyo",5.0,5.0,5.0,561 sqm covered area
5 bedroom detached bungalow for sale,"120,000,000","Ayoola Drive Area, New Bodija, Ibadan, Oyo",5.0,5.0,5.0,812 sqm covered area
3 bedroom detached bungalow for sale,"26,000,000","Oke Awon, Mogaji, Oyo Town , Atiba Local Government Area, Ibadan, Oyo",3.0,3.0,3.0,"1,046 sqm covered area"
4 bedroom detached duplex for sale,"250,000,000","Chief Oyelade Estate, Oluyole Area, Ibadan, Oyo",4.0,4.0,4.0,"1,046 sqm covered area"
4 bedroom detached bungalow for sale,"55,000,000","Harmony Way, Akoto Estate, Elebu, Off Akala Express, Ibadan, Oyo",4.0,4.0,4.0,"1,046 sqm covered area"
3 bedroom detached duplex for sale,"350,000,000","Kolapo Ishola Gra Akobo, Ibadan, Oyo",3.0,4.0,4.0,"1,046 sqm covered area"
4 bedroom detached bungalow for sale,"25,000,000","Falade Olorisha Oko, Moniya, Ibadan, Oyo",4.0,4.0,4.0,"1,046 sqm covered area"
1 bedroom block of flats for sale,"75,000,000","Elebu Off Akala Express, Ibadan, Oyo",1.0,1.0,1.0,"1,046 sqm covered area"
4 bedroom detached duplex for sale,"310,000,000","Blue Gate, Oluyole Estate, Ibadan, Oyo",4.0,4.0,4.0,"1,046 sqm covered area"
3 bedroom block of flats for sale,"95,000,000","Ologede Estate New Garage Off Akala Express, Ibadan, Oyo",3.0,3.0,3.0,"1,046 sqm covered area"
3 bedroom detached duplex for sale,"270,000,000","Kolapo Ishola Gra, Akobo, Ibadan, Oyo",3.0,3.0,3.0,"1,046 sqm covered area"
4 bedroom detached duplex for sale,"300,000,000","Aare Oluyole Estate, Ibadan, Oyo",4.0,4.0,4.0,"1,046 sqm covered area"
Block of flats for sale,"85,000,000","Karikapo Estate Kasumu Road Off Akala Express, Ibadan, Oyo",,,,700 sqm covered area
3 bedroom block of flats for sale,"120,000,000","Olorunda Road Akobo, Ibadan, Oyo",3.0,3.0,3.0,700 sqm covered area
4 bedroom detached duplex for sale,"180,000,000","Carlton Gate Estate, Akobo Gra, Ibadan, Oyo",4.0,4.0,4.0,700 sqm covered area
3 bedroom detached bungalow for sale,"55,000,000","Aba Odo Moniya Expressway, Ibadan, Oyo",3.0,3.0,3.0,503 sqm covered area
4 bedroom semi-detached duplex for sale,"200,000,000","Ikolaba Estate, New Bodija, Ibadan, Oyo",4.0,4.0,4.0,503 sqm covered area
3 bedroom block of flats for sale,"220,000,000","Progressive Estate Off Akala Express, Ibadan, Oyo",3.0,3.0,3.0,503 sqm covered area
5 bedroom terraced duplex for sale,"200,000,000","Kolapo Ishola Gra, Akobo General Gas, Ibadan, Oyo",5.0,5.0,5.0,503 sqm covered area
4 bedroom detached duplex for sale,"140,000,000","Oluyole, Ibadan, Oyo",4.0,4.0,4.0,503 sqm covered area
5 bedroom detached duplex for sale,"230,000,000","Onireke Gra Jericho, Ibadan, Oyo",5.0,5.0,5.0,503 sqm covered area
5 bedroom detached duplex for sale,"350,000,000","Providence Estate Eleyele Road, Ibadan, Oyo",5.0,5.0,5.0,503 sqm covered area
4 bedroom detached duplex for sale,"270,000,000","Carlton Gate Estate, Akobo, Ibadan, Oyo",4.0,4.0,4.0,503 sqm covered area
5 bedroom terraced duplex for sale,"200,000,000","Engr. Lere Adigun, Gra Basorun, Ibadan, Oyo",5.0,4.0,5.0,503 sqm covered area
4 bedroom house for sale,"220,000,000","Kolapo Ishola Gra, Akobo, Ibadan, Oyo",4.0,4.0,4.0,503 sqm covered area
3 bedroom detached bungalow for sale,"70,000,000","Beloved Estate, Off Nihortâalafara Road, Idi Ishin, Jericho, Ibadan, Oyo",3.0,3.0,3.0,503 sqm covered area
4 bedroom detached duplex for sale,"270,000,000","Carlton Gate Estate, Beside Kolapo Ishola Gra, Ibadan, Oyo",4.0,4.0,4.0,450 sqm covered area
5 bedroom detached duplex for sale,"250,000,000","Oluyole, Ibadan, Oyo",5.0,5.0,5.0,450 sqm covered area
4 bedroom house for sale,"1,500,000,000","Main Jericho Gra, Ibadan, Oyo",4.0,4.0,4.0,450 sqm covered area
4 bedroom detached duplex for sale,"260,000,000","Carlton Gate Estate, Beside Kolapo Ishola Gra, Ibadan, Oyo",4.0,4.0,4.0,450 sqm covered area
4 bedroom detached duplex for sale,"150,000,000","Akala Estate, Akobo, Ibadan, Oyo",4.0,4.0,4.0,450 sqm covered area
3 bedroom block of flats for sale,"100,000,000","Behind Aleshinloye Shopping Mall, Ibadan, Oyo",3.0,3.0,3.0,"1,000 sqm covered area"
5 bedroom detached bungalow for sale,"150,000,000","Aiyegoro Estate, Akobo, Ibadan, Oyo",5.0,5.0,5.0,918 sqm covered area
3 bedroom detached bungalow for sale,"70,000,000","Ile Titun Jericho Extension, Ibadan, Oyo",3.0,3.0,3.0,918 sqm covered area
4 bedroom detached bungalow for sale,"550,000,000","Iyaganku Gra, Ibadan, Oyo",4.0,4.0,4.0,"2,622 sqm covered area"
Block of flats for sale,"200,000,000","Ikolaba Estate, New Bodija, Ibadan, Oyo",,,,"2,622 sqm covered area"
3 bedroom detached bungalow for sale,"65,000,000","Ogo Oluwa Estate, Bada, Akobo, Ibadan, Oyo",3.0,,,"2,622 sqm covered area"
4 bedroom detached duplex for sale,"130,000,000","Hallmark Palace Estate, Akobo, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
4 bedroom detached duplex for sale,"220,000,000","Carlton Gate, Akobo, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
Block of flats for sale,"23,000,000","Aliri, Opposite Wisdom Estate, Akobo, Ibadan, Oyo",,,,"2,622 sqm covered area"
4 bedroom semi-detached duplex for sale,"135,000,000","Old Bodija, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
5 bedroom detached bungalow for sale,"150,000,000","New Bodija Estate, Ibadan, Oyo",5.0,5.0,5.0,"2,622 sqm covered area"
Block of flats for sale,"85,000,000","Oni Estate, Akobo, Ibadan, Oyo",,,,"2,622 sqm covered area"
3 bedroom detached bungalow for sale,"85,000,000","Ateere Area Off Akala Express, Ibadan, Oyo",3.0,3.0,3.0,"2,622 sqm covered area"
3 bedroom detached bungalow for sale,"60,000,000","Afin Iyanu, Off Ologuneru, Ibadan, Oyo",3.0,,,"2,622 sqm covered area"
3 bedroom detached bungalow for sale,"63,000,000","Oluyole, Ibadan, Oyo",3.0,,3.0,"2,622 sqm covered area"
4 bedroom detached duplex for sale,"260,000,000","Oluyole Estate, Ibadan, Oyo",4.0,4.0,5.0,"2,622 sqm covered area"
4 bedroom detached duplex for sale,"270,000,000","Carlton Gate Estate, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
3 bedroom block of flats for sale,"130,000,000","Abela Alagutan, Ibadan, Oyo",3.0,,,"2,622 sqm covered area"
4 bedroom detached duplex for sale,"160,000,000","Afin Iyanu, Ologuneru, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
Block of flats for sale,"80,000,000","Between Bodija Market And Unibadan, New Bodija, Ibadan, Oyo",,,,"2,622 sqm covered area"
3 bedroom detached bungalow for sale,"75,000,000","Green View Estate, Oluyole Extension, Ibadan, Oyo",3.0,,,"2,622 sqm covered area"
4 bedroom detached duplex for sale,"300,000,000","Gra Phase 1, Alalubosa, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
3 bedroom detached duplex for sale,"420,000,000","Kobiowu Estate, Iyaganku, Ibadan, Oyo",3.0,,,"2,622 sqm covered area"
Block of flats for sale,"70,000,000","Yawiri Road, Akobo, Ibadan, Oyo",,,,"2,622 sqm covered area"
Block of flats for sale,"80,000,000","Ateere, Akala Express, Challenge, Ibadan, Oyo",,,,"2,622 sqm covered area"
5 bedroom detached duplex for sale,"180,000,000","New Bodija, Ibadan, Oyo",5.0,6.0,6.0,"2,622 sqm covered area"
4 bedroom detached duplex for sale,"260,000,000","Chief Lateef Oyelade Street, Ring Road Gra, Challenge, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
4 bedroom detached bungalow for sale,"55,000,000","Akoto Estate, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
Block of flats for sale,"420,000,000","Lateef Oyelade Street, Ring Road Gra, Challenge, Ibadan, Oyo",,,,"2,622 sqm covered area"
Block of flats for sale,"50,000,000","Anfani Street, Ring Road, Challenge, Ibadan, Oyo",,,,"2,622 sqm covered area"
Block of flats for sale,"35,000,000","Adetokun, Ologuneru, Ibadan, Oyo",,,,"2,622 sqm covered area"
3 bedroom detached bungalow for sale,"80,000,000","Akala Way, Akobo, Ibadan, Oyo",3.0,3.0,3.0,"2,622 sqm covered area"
4 bedroom detached duplex for sale,"290,000,000","Larry Estate, Aare Oluyole, Ibadan, Oyo",4.0,4.0,5.0,"2,622 sqm covered area"
5 bedroom detached duplex for sale,"350,000,000","Providence Estate, Eleyele, Ibadan, Oyo",5.0,,,"2,622 sqm covered area"
4 bedroom terraced duplex for sale,"120,000,000","High Court Estate, Adeoyo, Challenge, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
Block of flats for sale,"30,000,000","Papa Apete, Santo, Eleyele, Ibadan, Oyo",,,,"2,622 sqm covered area"
4 bedroom terraced duplex for sale,"150,000,000","Kolapo Ishola Gra, Akobo, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
Block of flats for sale,"100,000,000","Iwo Road ,lagos Ibadan Express Way, Alakia, Ibadan, Oyo",,,,"2,622 sqm covered area"
4 bedroom detached bungalow for sale,"30,000,000","Paara, Airport Second Gate, Alakia, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
Block of flats for sale,"40,000,000","Akingbile, Moniya, Ibadan, Oyo",,,,"2,622 sqm covered area"
5 bedroom detached duplex for sale,"275,000,000","Aerodrome Gra, Samonda, Ibadan, Oyo",5.0,6.0,6.0,"2,622 sqm covered area"
Block of flats for sale,"55,000,000","Idi Ishin, Jericho, Ibadan, Oyo",,,,"2,622 sqm covered area"
Block of flats for sale,"240,000,000","Moremi, New Bodija, Ibadan, Oyo",,,,"2,622 sqm covered area"
4 bedroom detached bungalow for sale,"200,000,000","Favours, New Bodija, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
3 bedroom detached bungalow for sale,"90,000,000","Ateere, After Kasunmu Off Akala Expressway, Ibadan, Oyo",3.0,4.0,4.0,"2,622 sqm covered area"
4 bedroom house for sale,"150,000,000","Elebu, Ibadan, Oyo",4.0,5.0,5.0,"2,622 sqm covered area"
4 bedroom detached duplex for sale,"185,000,000","Kolapo Ishola Gra, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
4 bedroom terraced duplex for sale,"280,000,000","Old Bodija, Ibadan, Oyo",4.0,,,"2,622 sqm covered area"
5 bedroom detached bungalow for sale,"250,000,000","Ibachi Chinese Restaurant, New Bodija, Ibadan, Oyo",5.0,,,"2,622 sqm covered area"
4 bedroom semi-detached duplex for sale,"180,000,000","Ashi, Bodija, Ibadan, Oyo",4.0,4.0,4.0,"2,622 sqm covered area"
4 bedroom detached duplex for sale,"160,000,000","Engineer Oyelade Lateef  Gra Oluyole, Off 7-up Road, Ibadan, Oyo",4.0,4.0,4.0,"2,622 sqm covered area"
4 bedroom semi-detached duplex for sale,"180,000,000","Ashi, Bodija, Ibadan, Oyo",4.0,4.0,5.0,"2,622 sqm covered area"
4 bedroom detached duplex for sale,"220,000,000","Star Gate Oluyole Estate, Ibadan, Oyo",4.0,4.0,4.0,"2,622 sqm covered area"
4 bedroom detached duplex for sale,"270,000,000","Kolapo Ishola Gra, Akobo, Ibadan, Oyo",4.0,4.0,4.0,400 sqm covered area
5 bedroom detached bungalow for sale,"35,000,000","Tella Estate, Akobo, Ibadan, Oyo",5.0,,,400 sqm covered area
6 bedroom detached duplex for sale,"450,000,000","Kolapo Ishola Gra, Akobo, Ibadan, Oyo",6.0,6.0,6.0,530 sqm covered area
5 bedroom detached duplex for sale,"185,000,000","Akala Way, Akobo, Ibadan, Oyo",5.0,5.0,5.0,530 sqm covered area
2 bedroom block of flats for sale,"50,000,000","Ogungbade New Ife Road, Ibadan, Oyo",2.0,,2.0,500 sqm covered area
4 bedroom detached bungalow for sale,"55,000,000","Gate 3 Elebu Off Akala Expressway, Ibadan, Oyo",4.0,4.0,4.0,500 sqm covered area
3 bedroom block of flats for sale,"85,000,000","Alaaka, Elebu Area Off Akala Express Way, Ibadan, Oyo",3.0,3.0,3.0,500 sqm covered area
3 bedroom detached bungalow for sale,"70,000,000","Elewuro Area, Akobo, Ibadan, Oyo",3.0,3.0,3.0,610 sqm covered area
3 bedroom block of flats for sale,"60,000,000","Plot 2 Bola, Ojoo Area, Ibadan, Oyo",3.0,3.0,3.0,610 sqm covered area
3 bedroom block of flats for sale,"90,000,000","Iwo Road, Ibadan, Oyo",3.0,3.0,3.0,600 sqm covered area
5 bedroom detached duplex for sale,"170,000,000","Asunle, Akala Express, Ibadan, Oyo",5.0,5.0,5.0,600 sqm covered area
4 bedroom detached duplex for sale,"210,000,000","Carlton Gate Estate Akobo Gra, Ibadan, Oyo",4.0,4.0,4.0,600 sqm covered area
1 bedroom block of flats for sale,"40,000,000","Iyana Agbala, Ibadan, Oyo",1.0,1.0,11.0,600 sqm covered area
2 bedroom block of flats for sale,"40,000,000","Lagbe, Akingbile, Moniya, Ibadan, Oyo",2.0,2.0,2.0,600 sqm covered area
3 bedroom terraced duplex for sale,"160,000,000","Carlton Gate Estate, Akobo, Ibadan, Oyo",3.0,3.0,3.0,600 sqm covered area
4 bedroom detached duplex for sale,"340,000,000","Carlton Gate Estate, Akobo, Ibadan, Oyo",4.0,4.0,4.0,620 sqm covered area
4 bedroom detached duplex for sale,"110,000,000","Palace Estate, Akala, Ibadan, Oyo",4.0,4.0,4.0,620 sqm covered area
2 bedroom block of flats for sale,"80,000,000","Ajara Estate, Olorunda Akobo, Ibadan, Oyo",2.0,2.0,2.0,620 sqm covered area
4 bedroom detached bungalow for sale,"150,000,000","Lagelu Estate   Challenge, Ibadan, Oyo",4.0,4.0,4.0,620 sqm covered area
4 bedroom detached duplex for sale,"150,000,000","New Bodija, Ibadan, Oyo",4.0,4.0,4.0,620 sqm covered area
2 bedroom detached duplex for sale,"100,000,000","Carlton Gate Estate, Akobo, Ibadan, Oyo",2.0,2.0,3.0,620 sqm covered area
Block of flats for sale,"65,000,000","Alegongo Estate, Akobo, Ibadan, Oyo",,,,620 sqm covered area
4 bedroom detached duplex for sale,"200,000,000","Ikolaba Gra, Ibadan, Oyo",4.0,,,620 sqm covered area
11 bedroom detached duplex for sale,"900,000,000","Agodi, Ibadan, Oyo",11.0,14.0,15.0,620 sqm covered area
3 bedroom detached bungalow for sale,"15,000,000","Abaotun, Adegbayi, Alakia, Ibadan, Oyo",3.0,,,620 sqm covered area
Block of flats for sale,"150,000,000","Ikolaba Main Estate, New Bodija, Ibadan, Oyo",,,,620 sqm covered area
5 bedroom detached duplex for sale,"190,000,000","Emmanuel Estate, Idi Ishin, After Nihort, Jericho, Ibadan, Oyo",5.0,,,620 sqm covered area
5 bedroom detached duplex for sale,"260,000,000","Carlton Gate Estate, Ibadan, Oyo",5.0,5.0,6.0,620 sqm covered area
